CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Location,Processing Date,email
055188,BROOKSIDE SKILLED NURSING HOSPITAL,2620 FLORES STREET,SAN MATEO,CA,94403,"2620 FLORES STREET,SAN MATEO,CA,94403",2026-04-01,
055192,PROVIDENCE ST ELIZABETH CARE CENTER,10425 MAGNOLIA BLVD,NORTH HOLLYWOOD,CA,91601,"10425 MAGNOLIA BLVD,NORTH HOLLYWOOD,CA,91601",2026-04-01,
055196,MARYCREST MANOR,10664 ST. JAMES DRIVE,CULVER CITY,CA,90230,"10664 ST. JAMES DRIVE,CULVER CITY,CA,90230",2026-04-01,
055199,HORIZON HEALTH & SUBACUTE CENTER,3034 E HERNDON,FRESNO,CA,93720,"3034 E HERNDON,FRESNO,CA,93720",2026-04-01,
055201,OAK GROVE POST ACUTE,4545 SHELLEY COURT,STOCKTON,CA,95207,"4545 SHELLEY COURT,STOCKTON,CA,95207",2026-04-01,
055203,SUNNY VILLAGE CARE CENTER,1428 S. MARENGO AVE.,ALHAMBRA,CA,91803,"1428 S. MARENGO AVE.,ALHAMBRA,CA,91803",2026-04-01,
055204,OAKWOOD GARDENS CARE CENTER,3510 EAST SHIELDS,FRESNO,CA,93726,"3510 EAST SHIELDS,FRESNO,CA,93726",2026-04-01,
055206,PLAZA HEALTHCARE CENTER,1209 HEMLOCK WAY,SANTA ANA,CA,92707,"1209 HEMLOCK WAY,SANTA ANA,CA,92707",2026-04-01,
055208,"SEAVIEW REHABILITATION & WELLNESS CENTER, LP",6400 PURDUE DRIVE,EUREKA,CA,95503,"6400 PURDUE DRIVE,EUREKA,CA,95503",2026-04-01,
055210,THE TERRACES AT LOS ALTOS HEALTH FACILITY,373 PINE LANE,LOS ALTOS,CA,94022,"373 PINE LANE,LOS ALTOS,CA,94022",2026-04-01,
055211,IDYLWOOD CARE CENTER,1002 W. FREMONT AVENUE,SUNNYVALE,CA,94087,"1002 W. FREMONT AVENUE,SUNNYVALE,CA,94087",2026-04-01,
055213,Rialto Post Acute Center,1471 S Riverside Ave,Rialto,CA,92376,"1471 S Riverside Ave,Rialto,CA,92376",2026-04-01,
055215,OAKLAND HEALTHCARE & WELLNESS CENTER,3030 WEBSTER STREET,OAKLAND,CA,94609,"3030 WEBSTER STREET,OAKLAND,CA,94609",2026-04-01,
055223,SAN JACINTO VALLEY POST ACUTE,275 NORTH SAN JACINTO STREET,HEMET,CA,92543,"275 NORTH SAN JACINTO STREET,HEMET,CA,92543",2026-04-01,
055239,EAST BAY POST-ACUTE,20259 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546,"20259 LAKE CHABOT ROAD,CASTRO VALLEY,CA,94546",2026-04-01,
055240,WATSONVILLE NURSING CENTER,535 AUTO CENTER DRIVE,WATSONVILLE,CA,95076,"535 AUTO CENTER DRIVE,WATSONVILLE,CA,95076",2026-04-01,
055241,WILLOW PASS HEALTHCARE CENTER,3318 WILLOW PASS ROAD,CONCORD,CA,94519,"3318 WILLOW PASS ROAD,CONCORD,CA,94519",2026-04-01,
055247,COUNTRY OAKS CARE CENTER,215 W PEARL ST,POMONA,CA,91768,"215 W PEARL ST,POMONA,CA,91768",2026-04-01,
055249,MERCED NURSING & REHABILITATION CTR,510 WEST 26TH STREET,MERCED,CA,95340,"510 WEST 26TH STREET,MERCED,CA,95340",2026-04-01,
055252,"ORANGE HEALTHCARE & WELLNESS CENTRE, LLC",920 WEST LA VETA STREET,ORANGE,CA,92868,"920 WEST LA VETA STREET,ORANGE,CA,92868",2026-04-01,
055253,ST. JOHN OF GOD RETIREMENT,2468 SOUTH ST ANDREWS PLACE,LOS ANGELES,CA,90018,"2468 SOUTH ST ANDREWS PLACE,LOS ANGELES,CA,90018",2026-04-01,
055255,CORONA HEALTH CARE CENTER,1400 CIRCLE CITY DRIVE,CORONA,CA,92879,"1400 CIRCLE CITY DRIVE,CORONA,CA,92879",2026-04-01,
055256,Lompoc Valley Medical Center Comprehensive Care Ce,216 North Third Street,Lompoc,CA,93436,"216 North Third Street,Lompoc,CA,93436",2026-04-01,
055258,Community Subacute and Transitional Care Center,3003 N MARIPOSA,FRESNO,CA,93703,"3003 N MARIPOSA,FRESNO,CA,93703",2026-04-01,
055259,MONROVIA POST ACUTE,1220 E. HUNTINGTON DRIVE,DUARTE,CA,91010,"1220 E. HUNTINGTON DRIVE,DUARTE,CA,91010",2026-04-01,
055261,PILGRIM PLACE HEALTH SERVICES CENTER,721 HARRISON AVE,CLAREMONT,CA,91711,"721 HARRISON AVE,CLAREMONT,CA,91711",2026-04-01,
055262,LOMITA POST-ACUTE CARE CENTER,1955  LOMITA BLVD,LOMITA,CA,90717,"1955  LOMITA BLVD,LOMITA,CA,90717",2026-04-01,
055268,SONOMA POST ACUTE,678 2ND STREET WEST,SONOMA,CA,95476,"678 2ND STREET WEST,SONOMA,CA,95476",2026-04-01,
055271,LA SIERRA CARE CENTER,2424 M STREET,MERCED,CA,95340,"2424 M STREET,MERCED,CA,95340",2026-04-01,
055276,MISSION VALLEY POST ACUTE,2400 PARKSIDE DRIVE,FREMONT,CA,94536,"2400 PARKSIDE DRIVE,FREMONT,CA,94536",2026-04-01,
055280,CENTRAL GARDENS POST ACUTE,1355 ELLIS STREET,SAN FRANCISCO,CA,94115,"1355 ELLIS STREET,SAN FRANCISCO,CA,94115",2026-04-01,
055283,JOHN C. FREMONT HEALTHCARE DISTRICT DP/SNF,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,"5189 HOSPITAL ROAD,MARIPOSA,CA,95338",2026-04-01,
055287,VALLEY PALMS CARE CENTER,13400 SHERMAN WAY,N HOLLYWOOD,CA,91605,"13400 SHERMAN WAY,N HOLLYWOOD,CA,91605",2026-04-01,
055288,AUTUMN HILLS HEALTH CARE CENTER,430 N.GLENDALE AVE,GLENDALE,CA,91206,"430 N.GLENDALE AVE,GLENDALE,CA,91206",2026-04-01,
055289,LODI CREEK POST ACUTE,321 WEST TURNER ROAD,LODI,CA,95240,"321 WEST TURNER ROAD,LODI,CA,95240",2026-04-01,
055292,SHIELDS RICHMOND NURSING CENTER,1919 CUTTING BLVD,RICHMOND,CA,94804,"1919 CUTTING BLVD,RICHMOND,CA,94804",2026-04-01,
055293,SANTA ANITA CONVALESCENT HOSPITAL,5522 GRACEWOOD AVE.,TEMPLE CITY,CA,91780,"5522 GRACEWOOD AVE.,TEMPLE CITY,CA,91780",2026-04-01,
055296,CEDARWOOD POST ACUTE,1090 RIO LANE,SACRAMENTO,CA,95822,"1090 RIO LANE,SACRAMENTO,CA,95822",2026-04-01,
055297,THE SPRINGS POST-ACUTE,10625 LEFFINGWELL ROAD,NORWALK,CA,90650,"10625 LEFFINGWELL ROAD,NORWALK,CA,90650",2026-04-01,
055299,Loma Linda Post Acute,25383 Cole Street,Loma Linda,CA,92354,"25383 Cole Street,Loma Linda,CA,92354",2026-04-01,
055304,BROOKSIDE CARE CENTER,1221 ROSEMARIE LANE,STOCKTON,CA,95207,"1221 ROSEMARIE LANE,STOCKTON,CA,95207",2026-04-01,
055307,"Desert Canyon Post Acute, LLC",1642 WEST AVENUE J,LANCASTER,CA,93534,"1642 WEST AVENUE J,LANCASTER,CA,93534",2026-04-01,
055308,Elk Grove Post Acute,9461 Batey Avenue,Elk Grove,CA,95624,"9461 Batey Avenue,Elk Grove,CA,95624",2026-04-01,
055315,CAMINO RIDGE POST-ACUTE,1949 GRANT ROAD,MOUNTAIN VIEW,CA,94040,"1949 GRANT ROAD,MOUNTAIN VIEW,CA,94040",2026-04-01,
055316,MOUNTAIN VIEW HEALTHCARE CENTER,2530 SOLACE PLACE,MOUNTAIN VIEW,CA,94040,"2530 SOLACE PLACE,MOUNTAIN VIEW,CA,94040",2026-04-01,
055318,SKYLINE HEALTHCARE CENTER - SAN JOSE,2065 FOREST AVENUE,SAN JOSE,CA,95128,"2065 FOREST AVENUE,SAN JOSE,CA,95128",2026-04-01,
055328,UNIVERSITY CARE CENTER,5602 UNIVERSITY AVE,SAN DIEGO,CA,92105,"5602 UNIVERSITY AVE,SAN DIEGO,CA,92105",2026-04-01,
055330,ADVANCED REHAB CENTER OF TUSTIN,2210 E. FIRST STREET,SANTA ANA,CA,92705,"2210 E. FIRST STREET,SANTA ANA,CA,92705",2026-04-01,
055331,"SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP",1601 5TH AVENUE,SAN RAFAEL,CA,94901,"1601 5TH AVENUE,SAN RAFAEL,CA,94901",2026-04-01,
055335,LA PALOMA HEALTHCARE CENTER,3232 THUNDER DRIVE,OCEANSIDE,CA,92056,"3232 THUNDER DRIVE,OCEANSIDE,CA,92056",2026-04-01,
055338,SAGE POST ACUTE,1832 B STREET,HAYWARD,CA,94541,"1832 B STREET,HAYWARD,CA,94541",2026-04-01,
055341,Pasadena Palace TCU,716 SOUTH FAIR OAKS AVE,PASADENA,CA,91105,"716 SOUTH FAIR OAKS AVE,PASADENA,CA,91105",2026-04-01,
055342,"Thousand Oaks Post Acute, LLC",93 West Avenida De Los Arboles,Thousand Oaks,CA,91360,"93 West Avenida De Los Arboles,Thousand Oaks,CA,91360",2026-04-01,
055356,OCEANVIEW POST ACUTE,200 LIGHTHOUSE AVENUE,PACIFIC GROVE,CA,93950,"200 LIGHTHOUSE AVENUE,PACIFIC GROVE,CA,93950",2026-04-01,
055360,OAKPARK HEALTHCARE CENTER,9166 TUJUNGA CANYON BLVD,TUJUNGA,CA,91042,"9166 TUJUNGA CANYON BLVD,TUJUNGA,CA,91042",2026-04-01,
055361,VISTA PACIFICA CONVALESCENT HOSPITAL,3662 PACIFIC AVENUE,JURUPA VALLEY,CA,92509,"3662 PACIFIC AVENUE,JURUPA VALLEY,CA,92509",2026-04-01,
055372,VALLEY VIEW POST ACUTE,3111 SANTA ANITA AVE,EL MONTE,CA,91733,"3111 SANTA ANITA AVE,EL MONTE,CA,91733",2026-04-01,
055387,EDGEWATER SKILLED NURSING CENTER,2625 EAST FOURTH STREET,LONG BEACH,CA,90814,"2625 EAST FOURTH STREET,LONG BEACH,CA,90814",2026-04-01,
055388,SAN JOSE HEALTHCARE & WELLNESS CENTER,75 N. 13TH STREET,SAN JOSE,CA,95112,"75 N. 13TH STREET,SAN JOSE,CA,95112",2026-04-01,
055394,CLAREMONT CARE CENTER,219 E. FOOTHILL BLVD,POMONA,CA,91767,"219 E. FOOTHILL BLVD,POMONA,CA,91767",2026-04-01,
055401,MEADOWBROOK POST ACUTE,461 E. JOHNSTON AVENUE,HEMET,CA,92543,"461 E. JOHNSTON AVENUE,HEMET,CA,92543",2026-04-01,
055402,River City Post Acute,2540 CARMICHAEL WAY,CARMICHAEL,CA,95608,"2540 CARMICHAEL WAY,CARMICHAEL,CA,95608",2026-04-01,
055408,BELLFLOWER POST ACUTE,9710 E. ARTESIA AVE,BELLFLOWER,CA,90706,"9710 E. ARTESIA AVE,BELLFLOWER,CA,90706",2026-04-01,
055409,COMMUNITY CARE AND REHABILITATION CENTER,4070 JURUPA AVENUE,RIVERSIDE,CA,92506,"4070 JURUPA AVENUE,RIVERSIDE,CA,92506",2026-04-01,
055410,BRIGHTON POST ACUTE,361 E. GRANGEVILLE BLVD,HANFORD,CA,93230,"361 E. GRANGEVILLE BLVD,HANFORD,CA,93230",2026-04-01,
055412,VACAVILLE RANCH POST ACUTE,101 S ORCHARD AVE,VACAVILLE,CA,95688,"101 S ORCHARD AVE,VACAVILLE,CA,95688",2026-04-01,
055417,SAYLOR LANE HEALTHCARE CENTER,3500 FOLSOM BOULEVARD,SACRAMENTO,CA,95816,"3500 FOLSOM BOULEVARD,SACRAMENTO,CA,95816",2026-04-01,
055423,"MANNING GARDENS CARE CENTER, INC",2113 E. MANNING AVENUE,FRESNO,CA,93725,"2113 E. MANNING AVENUE,FRESNO,CA,93725",2026-04-01,
055430,WHITTIER HILLS HEALTH CARE CTR,10426 BOGARDUS AVE,WHITTIER,CA,90603,"10426 BOGARDUS AVE,WHITTIER,CA,90603",2026-04-01,
055434,HAYWARD GARDENS POST ACUTE,1628 B STREET,HAYWARD,CA,94541,"1628 B STREET,HAYWARD,CA,94541",2026-04-01,
055435,THE VILLAS AT SARATOGA SKILLED NSG & ASSISTED LVG,20400 SARATOGA-LOS GATOS RD,SARATOGA,CA,95070,"20400 SARATOGA-LOS GATOS RD,SARATOGA,CA,95070",2026-04-01,
055438,THE GROVE POST-ACUTE,124 WALNUT STREET,WOODLAND,CA,95695,"124 WALNUT STREET,WOODLAND,CA,95695",2026-04-01,
055441,IVY CREEK HEALTHCARE & WELLNESS CENTRE,115 BRIDGE ST.,SAN GABRIEL,CA,91775,"115 BRIDGE ST.,SAN GABRIEL,CA,91775",2026-04-01,
055443,WEST VALLEY POST ACUTE,7057 SHOUP AVE,WEST HILLS,CA,91307,"7057 SHOUP AVE,WEST HILLS,CA,91307",2026-04-01,
055446,ROCK CREEK CARE CENTER,260 RACETRACK STREET,AUBURN,CA,95603,"260 RACETRACK STREET,AUBURN,CA,95603",2026-04-01,
055448,DINUBA HEALTHCARE,1730 SOUTH COLLEGE AVE.,DINUBA,CA,93618,"1730 SOUTH COLLEGE AVE.,DINUBA,CA,93618",2026-04-01,
055449,COVINA REHABILITATION CENTER,261 W. BADILLO STREET,COVINA,CA,91723,"261 W. BADILLO STREET,COVINA,CA,91723",2026-04-01,
055457,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,12627 STUDEBAKER ROAD,NORWALK,CA,90650,"12627 STUDEBAKER ROAD,NORWALK,CA,90650",2026-04-01,
055462,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,911 SUNSET DRIVE,HOLLISTER,CA,95023,"911 SUNSET DRIVE,HOLLISTER,CA,95023",2026-04-01,
055473,NEW VISTA POST-ACUTE CARE CENTER,1516 SAWTELLE BLVD.,LOS ANGELES,CA,90025,"1516 SAWTELLE BLVD.,LOS ANGELES,CA,90025",2026-04-01,
055474,WOODCREST POST ACUTE & REHABILITATION,8133 MAGNOLIA AVENUE,RIVERSIDE,CA,92504,"8133 MAGNOLIA AVENUE,RIVERSIDE,CA,92504",2026-04-01,
055475,MAIN WEST POSTACUTE CARE,812 WEST MAIN STREET,TURLOCK,CA,95380,"812 WEST MAIN STREET,TURLOCK,CA,95380",2026-04-01,
055480,THE CALIFORNIAN PASADENA HEALTHCARE,120 BELLEFONTAINE STREET,PASADENA,CA,91105,"120 BELLEFONTAINE STREET,PASADENA,CA,91105",2026-04-01,
055488,LA MESA HEALTHCARE CENTER,3780 MASSACHUSETTS AVENUE,LA MESA,CA,91941,"3780 MASSACHUSETTS AVENUE,LA MESA,CA,91941",2026-04-01,
055489,SHASTA VIEW CARE CENTER,1795 WALNUT STREET,RED BLUFF,CA,96080,"1795 WALNUT STREET,RED BLUFF,CA,96080",2026-04-01,
055491,OAK RIDGE HEALTHCARE CENTER,310 OAK RIDGE DRIVE,ROSEVILLE,CA,95661,"310 OAK RIDGE DRIVE,ROSEVILLE,CA,95661",2026-04-01,
055493,MID-TOWN OAKS POST-ACUTE,2600 L STREET,SACRAMENTO,CA,95816,"2600 L STREET,SACRAMENTO,CA,95816",2026-04-01,
055499,ROCKY POINT CARE CENTER,625 16TH STREET,LAKEPORT,CA,95453,"625 16TH STREET,LAKEPORT,CA,95453",2026-04-01,
055500,Valley Vista Post Acute,1025 W. SECOND AVENUE,ESCONDIDO,CA,92025,"1025 W. SECOND AVENUE,ESCONDIDO,CA,92025",2026-04-01,
055504,"OVERLAND TERRACE HEALTHCARE & WELLNESS CENTRE, LP",3515 OVERLAND AVENUE,LOS ANGELES,CA,90034,"3515 OVERLAND AVENUE,LOS ANGELES,CA,90034",2026-04-01,
055508,JACOB HEALTHCARE CENTER,4075 54TH ST.,SAN DIEGO,CA,92105,"4075 54TH ST.,SAN DIEGO,CA,92105",2026-04-01,
055510,REDDING POST ACUTE,1836 GOLD STREET,REDDING,CA,96001,"1836 GOLD STREET,REDDING,CA,96001",2026-04-01,
055512,WOLF CREEK CARE CENTER,107 CATHERINE LANE,GRASS VALLEY,CA,95945,"107 CATHERINE LANE,GRASS VALLEY,CA,95945",2026-04-01,
055516,CHICO TERRACE CARE CENTER,188 COHASSET LANE,CHICO,CA,95926,"188 COHASSET LANE,CHICO,CA,95926",2026-04-01,
055517,WOODLANDS HEALTHCARE CENTER,14966 TERRENO DE FLORES LANE,LOS GATOS,CA,95032,"14966 TERRENO DE FLORES LANE,LOS GATOS,CA,95032",2026-04-01,
055518,NEWPORT NURSING AND REHABILITATION CENTER,1555 SUPERIOR AVENUE,NEWPORT BEACH,CA,92663,"1555 SUPERIOR AVENUE,NEWPORT BEACH,CA,92663",2026-04-01,
055525,CRENSHAW NURSING HOME,1900 S LONGWOOD AVE,LOS ANGELES,CA,90016,"1900 S LONGWOOD AVE,LOS ANGELES,CA,90016",2026-04-01,
055526,INGLEWOOD HEALTH CARE CENTER,100 S. HILLCREST BLVD,INGLEWOOD,CA,90301,"100 S. HILLCREST BLVD,INGLEWOOD,CA,90301",2026-04-01,
055527,LOS PALOS POST-ACUTE CARE CENTER,1430 WEST  6TH STREET,SAN PEDRO,CA,90732,"1430 WEST  6TH STREET,SAN PEDRO,CA,90732",2026-04-01,
055538,BONNIE BRAE SKILLED NURSING,420 SOUTH BONNIE BRAE ST.,LOS ANGELES,CA,90057,"420 SOUTH BONNIE BRAE ST.,LOS ANGELES,CA,90057",2026-04-01,
055539,ARTESIA CHRISTIAN HOME INC.,11614 E. 183RD ST,ARTESIA,CA,90701,"11614 E. 183RD ST,ARTESIA,CA,90701",2026-04-01,
055540,SANTA MONICA HEALTH CARE CENTER,1320 20TH STREET,SANTA MONICA,CA,90404,"1320 20TH STREET,SANTA MONICA,CA,90404",2026-04-01,
055541,ROYAL TERRACE HEALTHCARE,1340 HIGHLAND AVE.,DUARTE,CA,91010,"1340 HIGHLAND AVE.,DUARTE,CA,91010",2026-04-01,
055544,HARVARD CREEK POST ACUTE,519 W. BADILLO ST.,COVINA,CA,91722,"519 W. BADILLO ST.,COVINA,CA,91722",2026-04-01,
055548,PASADENA PARK HEALTHCARE AND WELLNESS CENTER,2585 E. WASHINGTON BLVD.,PASADENA,CA,91107,"2585 E. WASHINGTON BLVD.,PASADENA,CA,91107",2026-04-01,
055557,Creekside Post Acute,35253 Avenue H,Yucaipa,CA,92399,"35253 Avenue H,Yucaipa,CA,92399",2026-04-01,
055559,BAY CREST CARE CENTER,3750 GARNET STREET,TORRANCE,CA,90503,"3750 GARNET STREET,TORRANCE,CA,90503",2026-04-01,
055562,NILES CANYON POST ACUTE,38650 MISSION BOULEVARD,FREMONT,CA,94536,"38650 MISSION BOULEVARD,FREMONT,CA,94536",2026-04-01,
055565,Waterman Canyon Post Acute,1850 N. Waterman Ave.,San Bernardino,CA,92404,"1850 N. Waterman Ave.,San Bernardino,CA,92404",2026-04-01,
055568,SIERRA VALLEY REHAB CENTER,301 WEST PUTNAM,PORTERVILLE,CA,93257,"301 WEST PUTNAM,PORTERVILLE,CA,93257",2026-04-01,
055570,ST ELIZABETH HEALTHCARE CENTER,2800 N. HARBOR BLVD.,FULLERTON,CA,92835,"2800 N. HARBOR BLVD.,FULLERTON,CA,92835",2026-04-01,
055571,BUENA PARK NURSING CENTER,8520 WESTERN AVENUE,BUENA PARK,CA,90620,"8520 WESTERN AVENUE,BUENA PARK,CA,90620",2026-04-01,
055573,Kingsburg Center,1101 STROUD AVE,KINGSBURG,CA,93631,"1101 STROUD AVE,KINGSBURG,CA,93631",2026-04-01,
055585,CAPISTRANO BEACH CARE CENTER,35410 DEL REY,DANA POINT,CA,92624,"35410 DEL REY,DANA POINT,CA,92624",2026-04-01,
055597,Maywood Acres Healthcare,2641 South C Street,Oxnard,CA,93033,"2641 South C Street,Oxnard,CA,93033",2026-04-01,
055608,PRIMROSE POST-ACUTE,515 CENTINELA AVE.,INGLEWOOD,CA,90302,"515 CENTINELA AVE.,INGLEWOOD,CA,90302",2026-04-01,
055612,FEATHER RIVER CARE CENTER,1 GILMORE LANE,OROVILLE,CA,95966,"1 GILMORE LANE,OROVILLE,CA,95966",2026-04-01,
055617,PASADENA GROVE HEALTH CENTER,1470 N FAIR OAKS AVE,PASADENA,CA,91103,"1470 N FAIR OAKS AVE,PASADENA,CA,91103",2026-04-01,
055626,HEALTHCARE CENTRE OF FRESNO,1665 M STREET,FRESNO,CA,93721,"1665 M STREET,FRESNO,CA,93721",2026-04-01,
055632,Grossmont Post Acute Care,8787 CENTER DRIVE,LA MESA,CA,91942,"8787 CENTER DRIVE,LA MESA,CA,91942",2026-04-01,
055640,GRASS VALLEY HEALTHCARE CENTER,355 JOERSCHKE DR,GRASS VALLEY,CA,95945,"355 JOERSCHKE DR,GRASS VALLEY,CA,95945",2026-04-01,
055645,THE WIN POST-ACUTE,410 NORTH WINCHESTER BOULEVARD,SANTA CLARA,CA,95050,"410 NORTH WINCHESTER BOULEVARD,SANTA CLARA,CA,95050",2026-04-01,
055649,"TULARE HEALTHCARE & WELLNESS CENTER, LP",680 EAST MERRITT AVENUE,TULARE,CA,93274,"680 EAST MERRITT AVENUE,TULARE,CA,93274",2026-04-01,
055650,Highland Care Center of Redlands,700 E Highland Ave,Redlands,CA,92374,"700 E Highland Ave,Redlands,CA,92374",2026-04-01,
055656,OAKWOOD HEALTHCARE CENTER,375 COHASSET RD,CHICO,CA,95926,"375 COHASSET RD,CHICO,CA,95926",2026-04-01,
055662,BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,930 WEST MAIN STREET,RIPON,CA,95366,"930 WEST MAIN STREET,RIPON,CA,95366",2026-04-01,
055670,BROADWAY MANOR CARE CENTER,605 WEST BROADWAY,GLENDALE,CA,91204,"605 WEST BROADWAY,GLENDALE,CA,91204",2026-04-01,
055674,HEALTHCARE CENTER OF ORANGE COUNTY,9021 KNOTT AVE,BUENA PARK,CA,90620,"9021 KNOTT AVE,BUENA PARK,CA,90620",2026-04-01,
055677,PITTSBURG SKILLED NURSING CENTER,535 SCHOOL STREET,PITTSBURG,CA,94565,"535 SCHOOL STREET,PITTSBURG,CA,94565",2026-04-01,
055685,BRIGHTON PLACE SPRING VALLEY,9009 CAMPO ROAD,SPRING VALLEY,CA,91977,"9009 CAMPO ROAD,SPRING VALLEY,CA,91977",2026-04-01,
055693,"Ontario Grove Healthcare & Wellness Centre, LP",933 E Deodar St,Ontario,CA,91764,"933 E Deodar St,Ontario,CA,91764",2026-04-01,
055697,COSTA DEL SOL HEALTHCARE,1016 S. RECORD ST.,LOS ANGELES,CA,90023,"1016 S. RECORD ST.,LOS ANGELES,CA,90023",2026-04-01,
055704,ANGELS NURSING HEALTH CENTER,415 S UNION AVENUE,LOS ANGELES,CA,90017,"415 S UNION AVENUE,LOS ANGELES,CA,90017",2026-04-01,
055706,THE ORCHARD - POST ACUTE CARE,12385 E. WASHINGTON BLVD,WHITTIER,CA,90606,"12385 E. WASHINGTON BLVD,WHITTIER,CA,90606",2026-04-01,
055710,"WEST HOLLYWOOD HEALTHCARE & WELLNESS CENTRE, LP",855 NORTH FAIRFAX AVENUE,LOS ANGELES,CA,90046,"855 NORTH FAIRFAX AVENUE,LOS ANGELES,CA,90046",2026-04-01,
055719,Ventura Post Acute,4020 Loma Vista Road,Ventura,CA,93003,"4020 Loma Vista Road,Ventura,CA,93003",2026-04-01,
055728,SANTA CLARITA POST-ACUTE CARE CENTER,23801 NEWHALL AVENUE,NEWHALL,CA,91321,"23801 NEWHALL AVENUE,NEWHALL,CA,91321",2026-04-01,
055733,Valle Verde Health Facility,900 Calle De Los Amigos,Santa Barbara,CA,93105,"900 Calle De Los Amigos,Santa Barbara,CA,93105",2026-04-01,
055735,DELTA OAKS POST ACUTE,6940 PACIFIC AVENUE,STOCKTON,CA,95207,"6940 PACIFIC AVENUE,STOCKTON,CA,95207",2026-04-01,
055737,SUNNY HILLS POST ACUTE,12200 LA MIRADA BLVD.,LA MIRADA,CA,90638,"12200 LA MIRADA BLVD.,LA MIRADA,CA,90638",2026-04-01,
055739,SALINAS VALLEY POST ACUTE,637 EAST ROMIE LANE,SALINAS,CA,93901,"637 EAST ROMIE LANE,SALINAS,CA,93901",2026-04-01,
055742,HARBOR VILLA CARE CENTER,861 S. HARBOR BLVD,ANAHEIM,CA,92805,"861 S. HARBOR BLVD,ANAHEIM,CA,92805",2026-04-01,
055748,SUNSET PARK HEALTHCARE,2250 29TH STREET,SANTA MONICA,CA,90405,"2250 29TH STREET,SANTA MONICA,CA,90405",2026-04-01,
055750,WESTWOOD POST ACUTE,1601 PETERSEN AVENUE,SAN JOSE,CA,95129,"1601 PETERSEN AVENUE,SAN JOSE,CA,95129",2026-04-01,
055755,SHARON CARE CENTER,8167 WEST THIRD ST.,LOS ANGELES,CA,90048,"8167 WEST THIRD ST.,LOS ANGELES,CA,90048",2026-04-01,
055758,COTTAGE CREST POST ACUTE,12350 ROSECRANS,NORWALK,CA,90650,"12350 ROSECRANS,NORWALK,CA,90650",2026-04-01,
055760,"ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP",415 SOUTH GARFIELD,ALHAMBRA,CA,91801,"415 SOUTH GARFIELD,ALHAMBRA,CA,91801",2026-04-01,
055761,ENCINITAS NURSING AND REHABILITATION CENTER,900 SANTA FE DRIVE,ENCINITAS,CA,92024,"900 SANTA FE DRIVE,ENCINITAS,CA,92024",2026-04-01,
055776,WESTVIEW HEALTHCARE CENTER,12225 SHALE RIDGE LANE,AUBURN,CA,95602,"12225 SHALE RIDGE LANE,AUBURN,CA,95602",2026-04-01,
055798,VASONA CREEK HEALTHCARE CENTER,16412 LOS GATOS BOULEVARD,LOS GATOS,CA,95032,"16412 LOS GATOS BOULEVARD,LOS GATOS,CA,95032",2026-04-01,
055799,VINEYARD CARE CENTER,1090 EAST DINUBA AVENUE,REEDLEY,CA,93654,"1090 EAST DINUBA AVENUE,REEDLEY,CA,93654",2026-04-01,
055800,STONEBROOK HEALTH AND REHABILITATION,350 DE SOTO DRIVE,LOS GATOS,CA,95032,"350 DE SOTO DRIVE,LOS GATOS,CA,95032",2026-04-01,
055806,VILLA LAS PALMAS HEALTHCARE CENTER,622 SOUTH ANZA STREET,EL CAJON,CA,92020,"622 SOUTH ANZA STREET,EL CAJON,CA,92020",2026-04-01,
055807,SHASTA HEALTHCARE,445 PARK STREET,WEED,CA,96094,"445 PARK STREET,WEED,CA,96094",2026-04-01,
055809,ST ANTHONY CARE CENTER,553 SMALLEY AVENUE,HAYWARD,CA,94541,"553 SMALLEY AVENUE,HAYWARD,CA,94541",2026-04-01,
055816,CHAPMAN CARE CENTER,12232 CHAPMAN AVE,GARDEN GROVE,CA,92840,"12232 CHAPMAN AVE,GARDEN GROVE,CA,92840",2026-04-01,
055818,ROYAL GARDENS HEALTHCARE,2339 W. VALLEY BLVD.,ALHAMBRA,CA,91803,"2339 W. VALLEY BLVD.,ALHAMBRA,CA,91803",2026-04-01,
055833,"FULTON GARDENS POST ACUTE, LLC",537 E. FULTON STREET,STOCKTON,CA,95204,"537 E. FULTON STREET,STOCKTON,CA,95204",2026-04-01,
055839,SAN LUIS CARE CENTER,709 N STREET,NEWMAN,CA,95360,"709 N STREET,NEWMAN,CA,95360",2026-04-01,
055845,LEISURE GLEN POST ACUTE CARE CENTER,330 MISSION ROAD,GLENDALE,CA,91205,"330 MISSION ROAD,GLENDALE,CA,91205",2026-04-01,
055846,THE TERRACES AT SAN JOAQUIN GARDENS VILLAGE,5551 N. FRESNO ST,FRESNO,CA,93710,"5551 N. FRESNO ST,FRESNO,CA,93710",2026-04-01,
